sao_month,booking_month,segment_key,product,delay_months,probability,sao_bookings,realized_bookings,in_window
11,12,EOR.Marketing,EOR,1,0.3,8975276.713297589,2692583.0139892767,True
11,13,EOR.Marketing,EOR,2,0.4,8975276.713297589,3590110.685319036,False
11,14,EOR.Marketing,EOR,3,0.2,8975276.713297589,1795055.342659518,False
11,11,EOR.Outbound,EOR,0,0.1,863007.3762786142,86300.73762786142,True
11,12,EOR.Outbound,EOR,1,0.3,863007.3762786142,258902.21288358423,True
11,13,EOR.Outbound,EOR,2,0.4,863007.3762786142,345202.9505114457,False
11,14,EOR.Outbound,EOR,3,0.2,863007.3762786142,172601.47525572285,False
11,11,EOR.Partner,EOR,0,0.1,1714074.396629931,171407.4396629931,True
11,12,EOR.Partner,EOR,1,0.3,1714074.396629931,514222.31898897927,True
11,13,EOR.Partner,EOR,2,0.4,1714074.396629931,685629.7586519724,False
11,14,EOR.Partner,EOR,3,0.2,1714074.396629931,342814.8793259862,False
11,11,Payroll.Marketing,Payroll,0,0.5,2692583.013989277,1346291.5069946386,True
11,12,Payroll.Marketing,Payroll,1,0.3,2692583.013989277,807774.9041967831,True
11,13,Payroll.Marketing,Payroll,2,0.2,2692583.013989277,538516.6027978555,False
11,11,Payroll.Outbound,Payroll,0,0.5,258902.21288358426,129451.10644179213,True
11,12,Payroll.Outbound,Payroll,1,0.3,258902.21288358426,77670.66386507527,True
11,13,Payroll.Outbound,Payroll,2,0.2,258902.21288358426,51780.44257671686,False
11,11,Payroll.Partner,Payroll,0,0.5,1091260.3773333095,545630.1886666548,True
11,12,Payroll.Partner,Payroll,1,0.3,1091260.3773333095,327378.11319999286,True
11,13,Payroll.Partner,Payroll,2,0.2,1091260.3773333095,218252.07546666192,False
12,12,CM.Marketing,CM,0,0.4,300544.2643500357,120217.70574001428,True
12,13,CM.Marketing,CM,1,0.35,300544.2643500357,105190.49252251249,False
12,14,CM.Marketing,CM,2,0.15,300544.2643500357,45081.63965250535,False
12,15,CM.Marketing,CM,3,0.1,300544.2643500357,30054.42643500357,False
12,12,CM.Outbound,CM,0,0.4,180326.5586100214,72130.62344400857,True
12,13,CM.Outbound,CM,1,0.35,180326.5586100214,63114.29551350749,False
12,14,CM.Outbound,CM,2,0.15,180326.5586100214,27048.983791503208,False
12,15,CM.Outbound,CM,3,0.1,180326.5586100214,18032.655861002142,False
12,12,CM.Partner,CM,0,0.4,274783.32740574697,109913.33096229879,True
12,13,CM.Partner,CM,1,0.35,274783.32740574697,96174.16459201144,False
12,14,CM.Partner,CM,2,0.15,274783.32740574697,41217.499110862045,False
12,15,CM.Partner,CM,3,0.1,274783.32740574697,27478.332740574697,False
12,12,EOR.Marketing,EOR,0,0.1,1116307.2675858468,111630.72675858469,True
12,13,EOR.Marketing,EOR,1,0.3,1116307.2675858468,334892.180275754,False
12,14,EOR.Marketing,EOR,2,0.4,1116307.2675858468,446522.90703433874,False
12,15,EOR.Marketing,EOR,3,0.2,1116307.2675858468,223261.45351716937,False
12,12,EOR.Outbound,EOR,0,0.1,644023.4236072194,64402.34236072194,True
12,13,EOR.Outbound,EOR,1,0.3,644023.4236072194,193207.0270821658,False
12,14,EOR.Outbound,EOR,2,0.4,644023.4236072194,257609.36944288775,False
12,15,EOR.Outbound,EOR,3,0.2,644023.4236072194,128804.68472144387,False
12,12,EOR.Partner,EOR,0,0.1,901632.7930501071,90163.27930501071,True
12,13,EOR.Partner,EOR,1,0.3,901632.7930501071,270489.8379150321,False
12,14,EOR.Partner,EOR,2,0.4,901632.7930501071,360653.11722004286,False
12,15,EOR.Partner,EOR,3,0.2,901632.7930501071,180326.55861002143,False
12,12,Payroll.Marketing,Payroll,0,0.5,4121749.911086205,2060874.9555431025,True
12,13,Payroll.Marketing,Payroll,1,0.3,4121749.911086205,1236524.9733258614,False
12,14,Payroll.Marketing,Payroll,2,0.2,4121749.911086205,824349.9822172411,False
12,12,Payroll.Outbound,Payroll,0,0.5,257609.36944288775,128804.68472144387,True
12,13,Payroll.Outbound,Payroll,1,0.3,257609.36944288775,77282.81083286632,False
12,14,Payroll.Outbound,Payroll,2,0.2,257609.36944288775,51521.87388857755,False
12,12,Payroll.Partner,Payroll,0,0.5,4018706.163309047,2009353.0816545235,True
12,13,Payroll.Partner,Payroll,1,0.3,4018706.163309047,1205611.848992714,False
12,14,Payroll.Partner,Payroll,2,0.2,4018706.163309047,803741.2326618094,False
